,Unnamed: 0,자치구,동,공원수,유치원,초등학교,중학교,고등학교,특수학교,학원,여가시설,음식점,의료시설,공기오염도,cctv,노인복지시설,체육시설,공공도서관
176,190,은평구,녹번동,0.2731603428991852,0.33996729287367883,0.311766588223417,0.2831233499703166,0.34100403695519,0.2077406177933818,0.210997442455243,0.13010668748373666,0.24685902368779952,0.16127298139984947,0.2584165796595605,0.3098779089033226,0.27506812010576476,0.18670948702155396,0.2677350391083461
177,191,은평구,불광1동,0.4776490913979229,0.5944679479131756,0.5451561011634309,0.49507043884929336,0.5962808021397253,0.36325594147759693,0.20460358056265981,0.14745424581490155,0.17219178812790953,0.19890334372648102,0.45186809571768377,0.5418535502843971,0.4809850369052514,0.32648083485376705,0.4681623866904043
178,192,은평구,갈현1동,0.14802543722950154,0.18422808615110575,0.16894613993663454,0.15342438529758198,0.18478989726325698,0.11257452630556702,0.31010230179028136,0.78064012490242,0.5150515432498534,0.35480055907966884,0.140035800094475,0.16792266576696546,0.14905926060392874,0.10117776666408802,0.14508546814188772
179,193,은평구,갈현2동,0.1464994017945054,0.18232882746234813,0.16720442719336245,0.15184269038040482,0.1828848465069507,0.11141396421425218,0.46994884910485935,0.3729725041200451,0.36952662496476163,0.26878830233308243,0.1385921313880928,0.16619150425278303,0.14752256720557722,0.1001346969282782,0.14358974170055747
180,194,은평구,구산동,0.21059289006434334,0.26209768945596534,0.2403563640800258,0.21827386750341554,0.2628969669520039,0.1601575720494744,0.2717391304347826,0.026021337496747333,0.12419142241083742,0.19352757767981937,0.1992261888703834,0.23890028735567612,0.21206369034216477,0.14394362691018972,0.20641025390285467
181,195,은평구,대조동,0.12971301200954785,0.16143698267599202,0.1480455865165988,0.13444404890213105,0.16192929133197345,0.09864778120978923,0.23976982097186703,0.39032006245121,0.47467028320215776,0.7149768842059994,0.12271178367096341,0.14714872771996854,0.1306189396968906,0.08866092956489541,0.12713675029044919
182,196,은평구,응암1동,0.1831242522344128,0.2279110342997217,0.20900553403343392,0.18980336317130664,0.22860605836951775,0.13926745440580773,0.3132992327365729,0.1994969208083962,0.2628591455934902,0.39780668745296205,0.17324016423511596,0.20773938026464864,0.18440320899428952,0.12516837112666337,0.1794871768479591
183,197,은평구,응암2동,0.11903076392969907,0.1481421723061045,0.1358535971467706,0.12337218604829593,0.14859393792446457,0.09052384657058556,0.07672634271099744,0.017347558331164886,0.041143170614633254,0.03225459627996989,0.11260610675282538,0.1350305972028197,0.11986208585770197,0.08135944127948931,0.11666666520113737
184,198,은평구,신사1동,0.1281869765745517,0.15953772410008835,0.14630387377332668,0.1328623542460214,0.16002424089010636,0.09748721911847444,0.19501278772378516,0.19082314164281378,0.11733422730839856,0.11826685302655628,0.12126811496458118,0.14541756622631816,0.12908224629853907,0.08761785982908561,0.1256410238491189
185,199,은평구,신사2동,0.15260354353448996,0.1899258619916707,0.17417127833337437,0.15816946926591097,0.19050504858885825,0.11605621257951146,0.12148337595907928,0.026021337496747333,0.06552430875663814,0.04838189441995484,0.14436680420035292,0.17311615026844868,0.15366934082434727,0.10430697600625487,0.14957264746587848
186,200,은평구,증산동,0.12360887026956326,0.15383994814666943,0.14107873537658688,0.1281172700166249,0.15430908925006587,0.09400553284452999,0.16304347826086957,0.12143290831815423,0.11352467447371029,0.07526072465326308,0.11693711085870329,0.140224081724835,0.12447216607812055,0.08448865048691875,0.12115384452512815
187,201,은평구,수색동,0.19685857114937808,0.2450043619342705,0.2246809490567299,0.20403861533736106,0.2457515126607608,0.1497125132276411,0.0639386189258312,0.060716454159077116,0.06781004045745109,0.06450919255993978,0.18623317655274968,0.22331983381016235,0.19823344968090914,0.13455599901842655,0.1929487153754069
188,202,은평구,진관동,1.759518856794682,2.189845188801205,2.008194839564392,1.8236939805263048,2.1965232100974714,1.338128122318251,0.6777493606138107,0.078064012490242,0.3916220314059536,0.41930975163960865,1.6645492493900331,1.9960292125475787,1.771807499890642,1.2026594330098859,1.724572626292544
189,203,은평구,불광2동,0.21059289006434334,0.26209768945596534,0.2403563640800258,0.21827386750341554,0.2628969669520039,0.1601575720494744,0.33248081841432225,0.1994969208083962,0.30628804790893643,0.38705515535963875,0.1992261888703834,0.23890028735567612,0.21206369034216477,0.14394362691018972,0.20641025390285467
190,204,은평구,응암3동,0.09614023240475694,0.11965329299042582,0.10972790532999505,0.09964676568451605,0.12001818066757976,0.07311541175283329,0.21419437340153452,0.32960360829213287,0.35962178759457214,0.306418664659714,0.09095108622343588,0.10906317467487163,0.0968116847302453,0.06571339483812985,0.09423076802570804
191,205,은평구,역촌동,0.1770201104944282,0.2203139998832531,0.20203868289342203,0.1834765842858005,0.22098585628761014,0.13462520604054848,0.39641943734015345,0.18214936247723132,0.3131452430113753,0.24728523814643585,0.16746549343612463,0.20081473431057917,0.17825643537551947,0.12099609218342415,0.17350427108263805
192,207,서대문구,천연동,0.22642550604146933,0.16143939583194447,0.16531392000549977,0.201094531859302,0.12110277599825413,0.1897101066336895,0.16624040920716113,0.06939023332465954,0.1440010971512164,0.23653370605311255,0.22912481808926113,0.3055759698572444,0.17583581638406418,0.1556778722579001,0.12224870268658741
193,208,서대문구,홍제1동,0.287116878804201,0.20471181111417677,0.2096248676461651,0.2549961590551922,0.15356331375530283,0.24056023670909746,0.18861892583120204,0.1387804666493191,0.1340962597810269,0.2311579400064509,0.29053971782480054,0.3874829307250221,0.22296706612708037,0.1974059617207556,0.1550163960126857
194,209,서대문구,홍제3동,0.18907696895671136,0.13481021707518956,0.13804564463704327,0.1679242998592469,0.10112706043126732,0.15841771677311223,0.10869565217391304,0.1387804666493191,0.15466784508834353,0.17202451349317277,0.1913310327074205,0.2551716861673348,0.14683197037080226,0.12999904802488807,0.10208396841752314
195,210,서대문구,홍제2동,0.24509977458384832,0.17475398509746798,0.17894805785665155,0.2176796478593296,0.13109063362452797,0.20535629811594805,0.11828644501278773,0.078064012490242,0.0792386989615159,0.12364261907321793,0.24802171078018143,0.3307781115995389,0.19033773937801318,0.16851728444177488,0.13233106982111953
196,211,서대문구,홍은1동,0.36881680350273016,0.2629631395176174,0.2692742202650489,0.32755604184901377,0.19726019173495857,0.30901233608108014,0.15664961636828645,0.060716454159077116,0.14095345488346578,0.10213955488657134,0.3732136200760152,0.4977423012582017,0.28641297921926606,0.25357838982310144,0.19912675299004248
197,212,서대문구,홍은2동,0.4808624148965072,0.34285067556217425,0.35107904670426543,0.42706673784917915,0.257187338435919,0.40288950221478187,0.20140664961636828,0.10408534998698933,0.17904898323034843,0.11289108697989463,0.4865949742082683,0.6489551523279306,0.3734245173351438,0.33061486279161234,0.2596209563527107
198,213,서대문구,남가좌1동,0.11904846192279021,0.08488050704734158,0.08691762815426385,0.10573011479387666,0.06367259354664255,0.09974448923255994,0.02237851662404092,0.026021337496747333,0.092191178599456,0.12901838511987956,0.12046768763305526,0.16066365422308923,0.09244975913081166,0.08185125247009525,0.06427509124642107
