,동,0~4세,5~9세,10~14세,15~19세,20~29세,30~39세,40~49세,50~59세,60~69세,70~79세,80~89세,90~99세,100세 이상+
22,장충동,0.03619378,0.030240782,0.034971195,0.056693246,0.230362161,0.098532601,0.084004893,0.082931417,0.086242912,0.109938798,0.126279026,0.154282355,0.04575961
23,광희동,0.032096371,0.028333706,0.026962525,0.035576733,0.172595184,0.139209011,0.100954561,0.136321697,0.151037959,0.156410556,0.153312998,0.175902641,0.228798048
24,을지로동,0.009560621,0.008173184,0.005873025,0.005279128,0.035133133,0.041203888,0.026777385,0.046039789,0.067683155,0.057600878,0.054188434,0.096544722,0.152532032
25,신당5동,0.099020719,0.09371918,0.0656711,0.081252668,0.228268745,0.239886244,0.206779337,0.245438591,0.214278239,0.242073586,0.246558506,0.216453472,0.183038438
26,황학동,0.163213461,0.099985288,0.067005878,0.073219212,0.30619671,0.399087926,0.249069588,0.25179431,0.255280251,0.256465669,0.263966706,0.25431456,0.122025625
27,중림동,0.210675116,0.127501676,0.094235359,0.097778635,0.201905784,0.311244768,0.267427045,0.259280548,0.234466571,0.267459549,0.311264153,0.382543147,0.472849298
28,신당동,0.062144038,0.040048603,0.036305974,0.0521027,0.242473235,0.198862303,0.161304301,0.219532603,0.178272314,0.191104174,0.190201569,0.264925268,0.122025625
29,다산동,0.096972015,0.091267225,0.100108384,0.121879002,0.343927891,0.30964543,0.274852947,0.305651792,0.313877487,0.362019143,0.35551366,0.359726249,0.198291641
30,약수동,0.184383408,0.177630539,0.132676978,0.123944748,0.272881809,0.328149906,0.324215812,0.369488314,0.42531891,0.473625208,0.57696572,0.667892089,0.137278829
31,청구동,0.130434189,0.116876536,0.108917922,0.121879002,0.269679296,0.294291012,0.258946394,0.304053908,0.307966074,0.339472889,0.449445793,0.479087869,0.122025625
32,동화동,0.125653878,0.115241899,0.107583143,0.109943582,0.198559773,0.182270524,0.212327743,0.251482761,0.224096518,0.22208582,0.310228068,0.304131228,0.213544844
33,후암동,0.164237814,0.159104655,0.157503858,0.173752175,0.345222148,0.383920449,0.363801998,0.382171608,0.367055369,0.388588292,0.430194394,0.735545042,0.442342892
34,용산2가동,0.081948181,0.067292551,0.073412815,0.086072742,0.246403401,0.291553465,0.212222588,0.204076772,0.243383616,0.268281727,0.330322886,0.431960944,0.33557047
35,남영동,0.041998443,0.033237616,0.030165993,0.040626334,0.138896421,0.149815119,0.154274165,0.227618037,0.220335361,0.201029727,0.208718177,0.382942018,0.503355705
36,원효로2동,0.147506727,0.146572439,0.154300389,0.167554937,0.250249346,0.274907156,0.303736509,0.297198763,0.277522102,0.298857657,0.407473272,0.375967051,0.198291641
37,효창동,0.140336261,0.105161638,0.093434492,0.103516817,0.211157236,0.244999445,0.2010429,0.199322852,0.165441239,0.185674853,0.245221272,0.286944425,0.198291641
38,용문동,0.137604655,0.110337988,0.103044897,0.114304601,0.243366426,0.268454446,0.239825794,0.254538619,0.248852412,0.274919986,0.267990559,0.325751514,0.213544844
39,이촌1동,0.42476474,0.478676162,0.43300213,0.333503184,0.40359601,0.507492573,0.667849692,0.579512503,0.483497897,0.546068595,0.918480293,1.09541955,0.518608908
40,이촌2동,0.110971496,0.068109869,0.066738923,0.062660956,0.132857293,0.198399802,0.158696954,0.179125502,0.2143327,0.224816041,0.279519702,0.296210262,0.228798048
41,이태원1동,0.061119685,0.050401303,0.048852891,0.052561754,0.221509011,0.233576309,0.165275006,0.165143881,0.179869357,0.189123138,0.284989127,0.401074821,0.33557047
42,이태원2동,0.096630564,0.086908193,0.074480638,0.075514485,0.209921845,0.277503383,0.218995281,0.183471772,0.199470803,0.256135785,0.314601235,0.403764562,0.213544844
43,서빙고동,0.117800511,0.155018063,0.193809831,0.20749269,0.248450459,0.217046511,0.340704085,0.296926861,0.230935442,0.241828859,0.455493505,0.382691406,0.091519219
44,보광동,0.093898958,0.086635754,0.091298846,0.116829402,0.353352274,0.348581267,0.30782779,0.340210594,0.327114392,0.36352684,0.4266645,0.595759747,0.33557047
45,청파동,0.114386003,0.113334823,0.130007421,0.175129339,0.584453972,0.43172519,0.362018145,0.404118823,0.388276551,0.452768022,0.482382978,0.5605884,0.533862111
46,원효로1동,0.259502575,0.193432029,0.119062238,0.106959727,0.321701882,0.501107666,0.350787541,0.287887038,0.267898737,0.244417049,0.273387663,0.435847297,0.274557657
47,한강로동,0.204870454,0.149296834,0.136414358,0.127617185,0.376325556,0.517744069,0.376857478,0.413310792,0.376321874,0.392864129,0.468805674,0.738234784,0.640634533
48,한남동,0.241405684,0.209233519,0.179394224,0.169620683,0.400962035,0.621980872,0.506377807,0.464863346,0.463251757,0.477729309,0.520271473,0.796918417,0.503355705
49,왕십리2동,0.218869935,0.168640037,0.147359541,0.163423446,0.344780803,0.395558704,0.346628679,0.360747639,0.338215132,0.339962343,0.328202549,0.345080929,0.305064063
50,마장동,0.208967863,0.179537616,0.200483724,0.229756839,0.622103904,0.43640661,0.403527007,0.48953105,0.478236669,0.499784689,0.52186169,0.381346535,0.274557657
51,사근동,0.076484969,0.060209125,0.062734587,0.163423446,0.776983185,0.231654248,0.147004708,0.165814784,0.153506144,0.220264354,0.196393926,0.150794873,0.183038438
52,행당1동,0.164237814,0.150114152,0.120930928,0.138864023,0.326200726,0.314010036,0.284513081,0.303338789,0.271032638,0.283546072,0.290988674,0.363612602,0.122025625
53,행당2동,0.306281328,0.272167038,0.285375633,0.263497354,0.404666554,0.490665689,0.533624899,0.497540208,0.438773658,0.499170741,0.507453263,0.461103325,0.33557047
54,응봉동,0.177895844,0.188255679,0.246667058,0.185687595,0.236923193,0.296904682,0.377871082,0.308012436,0.275003037,0.345975908,0.369295633,0.316086806,0.122025625
55,금호1가동,0.236966825,0.179265176,0.134545668,0.139323078,0.244939598,0.369044975,0.333479682,0.302264071,0.329359477,0.316428968,0.35911573,0.211222247,0.183038438
56,금호4가동,0.250283404,0.184986405,0.14308825,0.104205399,0.20620185,0.364729445,0.336796681,0.274037085,0.288782643,0.305962459,0.325576247,0.273245105,0.137278829
57,성수1가1동,0.190870973,0.141940968,0.137482181,0.15538999,0.342625827,0.394324255,0.316053077,0.391079845,0.33260923,0.265655621,0.282435147,0.202355282,0.137278829
58,성수1가2동,0.139653359,0.113062383,0.116926593,0.124174275,0.297865877,0.341087959,0.277679914,0.276342094,0.272487085,0.256508958,0.255895135,0.232295404,0.213544844
59,성수2가1동,0.156042995,0.128591433,0.108917922,0.127617185,0.321317744,0.359851178,0.321086722,0.429074664,0.421508312,0.358066397,0.352525892,0.342938316,0.213544844
60,성수2가3동,0.109605693,0.080369646,0.066205011,0.071612521,0.274209229,0.26924712,0.197452914,0.242894068,0.240901339,0.241551587,0.248221045,0.171070288,0.152532032
61,송정동,0.096289113,0.083094041,0.069942391,0.08790896,0.236610424,0.228232629,0.213749,0.268097009,0.257196662,0.216011427,0.221777364,0.18825709,0.122025625
62,용답동,0.077167871,0.080914525,0.075014549,0.117058929,0.307021226,0.238759398,0.243981954,0.314991581,0.26958512,0.298073395,0.295771474,0.153883485,0.061012813
63,왕십리도선동,0.414862669,0.340004468,0.206089793,0.206804108,0.598650655,0.638641626,0.522060584,0.573964332,0.478805647,0.469429156,0.50103208,0.541258986,0.33557047
64,금호2.3가동,0.349987025,0.206781563,0.175656844,0.206804108,0.399646153,0.555437634,0.486916887,0.474846221,0.479991606,0.510098421,0.531704284,0.512663734,0.411836486
65,옥수동,0.471202043,0.361527187,0.225577559,0.199459234,0.399889487,0.685000882,0.575476906,0.50458739,0.503556286,0.498636578,0.541293894,0.597800007,0.411836486
66,화양동,0.071704659,0.066747672,0.067806745,0.153324244,1.499662716,0.605095833,0.291684117,0.28489481,0.280519131,0.29888878,0.276700735,0.335416222,0.350823673
67,군자동,0.157067348,0.153110986,0.134278712,0.172145484,0.729547943,0.521125062,0.344336923,0.38622232,0.382475734,0.394503114,0.368741502,0.310308452,0.152532032
68,중곡1동,0.156725897,0.105161638,0.085959732,0.108107364,0.358424423,0.397670076,0.290728411,0.340681956,0.335074068,0.329483668,0.26953261,0.25526056,0.137278829
69,중곡2동,0.193602579,0.196156424,0.183932471,0.175588393,0.514626286,0.528406705,0.392410246,0.467927445,0.442950922,0.423108753,0.342864104,0.373824439,0.137278829
70,중곡3동,0.127361132,0.118238733,0.117460504,0.138634496,0.353165456,0.364542961,0.309049874,0.386202415,0.380132237,0.372305703,0.325769058,0.259694044,0.213544844
71,중곡4동,0.274867859,0.231845995,0.221573223,0.28851583,0.601100437,0.60437222,0.553390021,0.688933767,0.687740013,0.650402075,0.544257507,0.536825502,0.427089689
72,능동,0.115410356,0.078735009,0.062467632,0.076203067,0.319944587,0.362824656,0.211161851,0.19092595,0.202776923,0.212661885,0.208332701,0.278077458,0.061012813
73,구의1동,0.167993772,0.132133147,0.135079579,0.174440757,0.634092412,0.579413035,0.421945187,0.436927842,0.395048595,0.410832944,0.394679218,0.310308452,0.213544844
74,구의2동,0.300818116,0.287423649,0.296320817,0.313534307,0.49880572,0.527734537,0.573786446,0.57668482,0.551701059,0.543923729,0.509537438,0.520037571,0.366076876
75,구의3동,0.328134176,0.275708751,0.307799911,0.332814602,0.632291866,0.620755787,0.591499132,0.620730906,0.550014441,0.478157936,0.537848328,0.522875571,0.167785235
76,광장동,0.345889616,0.666114523,0.814481812,0.588967081,0.554577182,0.526928044,0.985390983,0.673385263,0.475766576,0.426594955,0.600710776,0.654192769,0.167785235
77,자양1동,0.177554393,0.168095158,0.186602028,0.197623015,0.578305474,0.520991736,0.457599114,0.50211849,0.458691124,0.44209186,0.405533741,0.348716671,0.213544844
78,자양2동,0.27555076,0.265083612,0.235721875,0.253398152,0.51927305,0.54402886,0.536505607,0.560833741,0.575622363,0.479023404,0.432784534,0.45358123,0.183038438
79,자양3동,0.370132619,0.369972811,0.339834594,0.320420127,0.534692621,0.57827791,0.593627836,0.596926306,0.566525936,0.46014046,0.63874377,0.554559435,0.198291641
80,자양4동,0.158774602,0.128863873,0.109451833,0.137257332,0.481704369,0.425103981,0.397085573,0.573521524,0.543879929,0.472917888,0.438952735,0.386577759,0.244051251
81,회기동,0.061802587,0.082004283,0.080887574,0.117517983,0.6843224,0.208497702,0.173815759,0.155859891,0.158669195,0.204104839,0.247305448,0.277279717,0.167785235
82,휘경1동,0.152628488,0.099440409,0.082756264,0.134273477,0.600987477,0.300128996,0.225694033,0.259739674,0.252523995,0.287447315,0.300951756,0.313397065,0.137278829
83,휘경2동,0.199065791,0.2084162,0.254942685,0.280941429,0.752649249,0.408471034,0.457003555,0.453214389,0.477714989,0.52012809,0.48947878,0.515752346,0.183038438
84,청량리동,0.125312427,0.147934636,0.140685649,0.159980536,0.345025864,0.331179913,0.353358646,0.49033036,0.625720805,0.719920597,0.75302385,0.655138769,0.472849298
85,용신동,0.233893768,0.193976908,0.170317731,0.199688761,0.833817174,0.715295582,0.560283662,0.631813056,0.665566716,0.746950918,0.812657698,0.934264582,0.366076876
86,제기동,0.179261647,0.160739292,0.163376883,0.212083236,0.77076159,0.46438635,0.412029937,0.50396421,0.636245403,0.747790634,0.839884336,0.783219097,0.381330079
87,전농1동,0.333938839,0.270532401,0.231183628,0.269235536,0.635806112,0.588210766,0.5685693,0.638412206,0.676013925,0.736890126,0.798321448,0.73340243,0.655887736
88,전농2동,0.183359056,0.211685474,0.22424278,0.222641492,0.342647521,0.317308322,0.396000232,0.417980523,0.433336629,0.47099515,0.511199978,0.354893896,0.167785235
89,답십리2동,0.322670964,0.26099702,0.253874862,0.269006009,0.534266822,0.593285254,0.570769369,0.643765159,0.672541074,0.721006461,0.713015017,0.543150986,0.320317267
90,장안1동,0.439788574,0.37569404,0.340902417,0.323403982,0.694730895,0.847659898,0.825479425,0.783062686,0.86895513,0.809542854,0.673379656,0.770864648,0.366076876
91,장안2동,0.46539738,0.450887335,0.394293555,0.327305946,0.524523935,0.69115468,0.742204133,0.637413274,0.681927246,0.643770611,0.548184882,0.581809816,0.259304454
92,이문1동,0.115410356,0.117966294,0.148160408,0.211394654,0.90905935,0.325456896,0.331453806,0.339934775,0.35836477,0.442780221,0.491309975,0.450093746,0.533862111
93,이문2동,0.195651283,0.217134264,0.240794033,0.234576912,0.408213273,0.345055043,0.420355849,0.439220613,0.44334122,0.519956356,0.501911515,0.426330848,0.122025625
94,답십리1동,0.48349427,0.379235753,0.25707833,0.244676114,0.539539676,0.714936316,0.599498938,0.554709624,0.515001233,0.53423753,0.561111575,0.544746469,0.472849298
95,면목2동,0.221942991,0.201332774,0.206356749,0.213001345,0.459630358,0.458426946,0.492552327,0.638995412,0.582861863,0.587876338,0.543510565,0.5205847,0.183038438
96,면목4동,0.183359056,0.1670054,0.151363877,0.160898645,0.336523413,0.370166825,0.388162397,0.42725252,0.465321276,0.5163485,0.35588713,0.467132291,0.152532032
97,면목5동,0.089801549,0.071924022,0.07741715,0.083318414,0.165226563,0.187532409,0.183101658,0.229012054,0.225805831,0.227392066,0.184973121,0.118165008,0.061012813
98,면목7동,0.22569895,0.168367597,0.156169079,0.171227374,0.40983377,0.462391946,0.413171472,0.511462521,0.561526502,0.54220638,0.491117164,0.411286658,0.183038438
99,상봉1동,0.30696423,0.287151209,0.248535748,0.257300116,0.483895893,0.486762127,0.463933066,0.57256648,0.516392382,0.462912551,0.458216285,0.395444725,0.030506406
100,상봉2동,0.162872011,0.097805772,0.092633625,0.121879002,0.508164053,0.537968219,0.335041713,0.403923197,0.394307397,0.384133927,0.326359351,0.355691637,0.167785235
101,중화1동,0.228089105,0.185531284,0.173254243,0.173522647,0.389797628,0.433994326,0.367052038,0.441006944,0.488088389,0.428359545,0.400232971,0.298501132,0.076266016
102,중화2동,0.201114495,0.153928305,0.134278712,0.180637994,0.514280079,0.502299948,0.471573932,0.662696571,0.661822998,0.65531224,0.613035173,0.380947664,0.259304454
103,묵1동,0.376278733,0.397216758,0.404971783,0.392491703,0.653174841,0.66997955,0.757409848,0.710853247,0.743080569,0.730200365,0.699558348,0.568657625,0.33557047
104,묵2동,0.198041438,0.162646368,0.161508193,0.154242353,0.370002816,0.413940674,0.376201568,0.408349498,0.476485315,0.436692243,0.364645473,0.297555132,0.183038438
105,망우3동,0.140677711,0.13540242,0.138816959,0.170997847,0.32535797,0.301119518,0.318707308,0.430811883,0.43498599,0.417065485,0.407931071,0.345229188,0.228798048
106,신내1동,0.465738831,0.612171506,0.536580938,0.424395999,0.669517726,0.701143065,0.777882667,0.848521238,0.8751035,0.809555019,0.901879353,1.0411694,0.259304454
107,신내2동,0.227747654,0.214954748,0.222641046,0.222871019,0.351182445,0.391886706,0.418905707,0.458947174,0.517028709,0.464378381,0.551317148,0.437340427,0.091519219
108,면목본동,0.302866821,0.251734077,0.237590565,0.286909139,0.715456138,0.73637747,0.673098052,0.832825485,0.788913376,0.804758606,0.692474551,0.60074036,0.396583282
109,면목3.8동,0.213748173,0.176268342,0.176991623,0.221034801,0.516913638,0.499774609,0.469734135,0.604744243,0.639219268,0.655623165,0.593976438,0.482723611,0.152532032
110,망우본동,0.255746616,0.219313779,0.228247116,0.25270957,0.561476614,0.540925966,0.534947609,0.744745306,0.800400599,0.741095501,0.723110593,0.762544811,0.274557657
111,돈암1동,0.142726416,0.124777281,0.146291719,0.199918288,0.284888351,0.264677301,0.287637144,0.351188077,0.348328647,0.364980505,0.410473046,0.277826847,0.198291641
112,돈암2동,0.277940915,0.366703537,0.390556175,0.3252402,0.399958923,0.404870468,0.583383406,0.509288691,0.427031569,0.424287988,0.513115353,0.500457543,0.167785235
113,안암동,0.080582378,0.075193296,0.079552796,0.167095883,0.823458768,0.301242395,0.229304094,0.272886498,0.243977432,0.300442609,0.337466855,0.22706418,0.228798048
114,보문동,0.183017605,0.137581936,0.11212139,0.142077406,0.380781081,0.363370036,0.320327984,0.333247439,0.305239676,0.312337032,0.32447999,0.327096385,0.244051251
115,정릉1동,0.227406203,0.230211359,0.22424278,0.23480644,0.337615998,0.360020304,0.423923558,0.364610393,0.354675748,0.405993241,0.439085229,0.339051963,0.183038438
116,정릉2동,0.241747135,0.233480632,0.220772356,0.257759171,0.441359663,0.412067775,0.464825845,0.476803704,0.533095679,0.569495013,0.583049593,0.448897134,0.274557657
117,정릉3동,0.127702583,0.092084543,0.104913586,0.174899811,0.557509969,0.269338821,0.260448075,0.301868659,0.353465422,0.433939112,0.485756222,0.513609734,0.152532032
118,정릉4동,0.274526408,0.277888267,0.264286134,0.293565431,0.462279186,0.450978346,0.543271193,0.531388052,0.574139967,0.622575327,0.607830735,0.549727082,0.350823673
119,길음1동,0.521736755,0.720602418,0.709835182,0.511157323,0.467596742,0.643041577,1.01523956,0.614326564,0.522228547,0.600981119,0.586892641,0.591075653,0.381330079
120,길음2동,0.24857615,0.214409869,0.170050775,0.181556103,0.292309756,0.336531586,0.380328718,0.346629944,0.33653926,0.328078665,0.318179296,0.274191105,0.28981086
121,월곡1동,0.312768892,0.348994971,0.353449334,0.307566597,0.408403476,0.475335623,0.596210578,0.544638644,0.569131462,0.619613964,0.580579941,0.469423162,0.396583282
122,월곡2동,0.181993253,0.184986405,0.190072452,0.192802942,0.503109592,0.384583252,0.374305702,0.389286254,0.426290371,0.463925423,0.514898381,0.440827909,0.167785235
123,장위1동,0.147848177,0.1566527,0.187936806,0.216673782,0.404030584,0.323946889,0.376678008,0.491780013,0.4792485,0.479416957,0.491972589,0.383090276,0.213544844
124,장위2동,0.096289113,0.092629422,0.107850099,0.131289622,0.259467981,0.227879645,0.259344612,0.322505718,0.357880111,0.412900557,0.406003545,0.407252045,0.411836486
125,장위3동,0.313451794,0.243016014,0.170050775,0.198770652,0.317227497,0.382813502,0.358558169,0.35876609,0.344008787,0.332852168,0.273700962,0.261836656,0.198291641
126,성북동,0.129751287,0.13049851,0.145757807,0.172834066,0.37184371,0.3445731,0.342243963,0.355837903,0.332228238,0.410657257,0.504802805,0.710038402,0.213544844
127,삼선동,0.170725378,0.201060334,0.231450584,0.272448919,0.609299654,0.454653255,0.484353724,0.473867194,0.431764188,0.54012265,0.586302349,0.45452723,0.533862111
128,동선동,0.087752844,0.091812104,0.096904916,0.160210063,0.656884749,0.341033886,0.264747711,0.240928427,0.240428864,0.317337726,0.334792387,0.341593446,0.259304454
129,종암동,0.401204638,0.456881004,0.473579395,0.481089245,0.920442355,0.713973059,0.84032009,0.806911093,0.746551512,0.845238599,1.057360855,1.150467442,0.62538133
130,석관동,0.342133657,0.302952699,0.276833051,0.309173289,0.74806204,0.676236411,0.674819105,0.776383669,0.844606974,0.928447257,0.830078049,0.604376103,0.244051251
131,번1동,0.122922272,0.111700186,0.124935263,0.1588329,0.456866148,0.386197407,0.381172411,0.40482195,0.415556765,0.502875918,0.42254446,0.394498725,0.122025625
132,번2동,0.115068905,0.115786778,0.130808288,0.151717553,0.286674733,0.251206773,0.320954509,0.36361603,0.433781154,0.5678832,0.474359573,0.341194575,0.091519219
133,번3동,0.14887253,0.16182905,0.16417775,0.179719885,0.272143656,0.237727794,0.347387292,0.358558636,0.438267978,0.727375662,0.499719002,0.412631529,0.137278829
134,수유1동,0.165945067,0.167550279,0.16044037,0.180637994,0.41138359,0.374301864,0.38951179,0.472333677,0.52827874,0.577576191,0.598204963,0.53468289,0.564368517
135,수유2동,0.170383927,0.17190931,0.164978617,0.198311597,0.41044473,0.332867953,0.40230725,0.483778605,0.523509336,0.625110905,0.677584169,0.544894727,0.076266016
136,수유3동,0.144775121,0.129408752,0.121731795,0.165718719,0.573742379,0.463331392,0.425355827,0.52086586,0.542740063,0.626987824,0.580290797,0.48043274,0.213544844
137,삼양동,0.214772526,0.208143761,0.231183628,0.273826083,0.426612957,0.404345443,0.486594191,0.565515547,0.607424515,0.647201358,0.577230853,0.66734496,0.457596095
138,미아동,0.123946624,0.142485847,0.158838636,0.187294286,0.520234296,0.396538776,0.403509135,0.495327548,0.534885728,0.600939251,0.572146904,0.462448195,0.152532032
139,송중동,0.256429518,0.243016014,0.262417444,0.270153646,0.58692372,0.562545697,0.608345846,0.673526232,0.735228141,0.806950713,0.700100474,0.632025354,0.457596095
140,송천동,0.180285999,0.183896647,0.193008964,0.233199748,0.50237579,0.447454492,0.518427498,0.661885596,0.736694773,0.825729541,0.76751675,0.692452729,0.366076876
141,삼각산동,0.391985468,0.542699439,0.542987875,0.469612879,0.463602254,0.514564006,0.848916911,0.622919582,0.529373216,0.570795902,0.554630221,0.447005134,0.381330079
142,우이동,0.174822787,0.175451024,0.184466382,0.172145484,0.357483907,0.347447513,0.391257572,0.456274572,0.526808529,0.626552403,0.646695144,0.677009667,0.472849298
143,인수동,0.24379584,0.274346554,0.272828716,0.277268992,0.551736767,0.529348693,0.582219717,0.702196679,0.802243671,0.926593247,0.943105076,0.88205469,0.259304454
144,쌍문1동,0.184041957,0.196156424,0.187402895,0.229756839,0.423501158,0.349552975,0.421528599,0.471306845,0.527149152,0.592497066,0.576953715,0.479236128,0.274557657
145,쌍문2동,0.178237295,0.16155661,0.160707326,0.201295452,0.348408426,0.3536702,0.363336573,0.424216485,0.485769494,0.475066707,0.545606746,0.570800237,0.244051251
146,쌍문3동,0.134873049,0.129953631,0.117994415,0.139552605,0.342315131,0.317957222,0.316082213,0.363056726,0.394177454,0.465600905,0.426026041,0.377311923,0.122025625
147,쌍문4동,0.166627969,0.220131098,0.255743552,0.260972553,0.346659627,0.311767794,0.388123951,0.440355374,0.433422386,0.338815652,0.409846591,0.425931978,0.061012813
148,방학1동,0.222967344,0.266445809,0.279235652,0.28943394,0.542358742,0.455105935,0.547966845,0.698449523,0.732573409,0.741213202,0.654140262,0.723737722,0.167785235
149,방학2동,0.138629007,0.170274673,0.162842971,0.209558435,0.371701247,0.306540081,0.386331161,0.490557556,0.535038601,0.556797369,0.530981498,0.501255285,0.274557657
150,방학3동,0.276916563,0.340549347,0.363059739,0.336716566,0.464139012,0.427645764,0.546129127,0.626136397,0.684447749,0.539753428,0.741916199,0.648163804,0.152532032
151,창1동,0.222625893,0.267263127,0.282172165,0.277957574,0.453809553,0.458568265,0.53589866,0.536145724,0.555997989,0.574030584,0.637924652,0.520185829,0.122025625
152,창2동,0.312768892,0.283881936,0.277633918,0.305730379,0.553895128,0.566719451,0.593625384,0.66083062,0.651374116,0.655066092,0.670114895,0.432906944,0.030506406
153,창3동,0.128726935,0.128591433,0.133744801,0.140700242,0.250059143,0.230231032,0.277867697,0.338336975,0.338886339,0.394288091,0.371367805,0.296210262,0.152532032
154,창4동,0.268721745,0.293689757,0.332359835,0.339470894,0.511305078,0.451778472,0.568989797,0.626319704,0.5398147,0.498747486,0.67545168,0.649759287,0.167785235
155,창5동,0.2482347,0.238656982,0.232518407,0.271989864,0.492947331,0.471540578,0.46237727,0.567301224,0.574166009,0.504213302,0.574580395,0.577524592,0.183038438
156,도봉1동,0.135214499,0.143575605,0.141753472,0.168473047,0.353956118,0.320860355,0.383430502,0.487733626,0.63293068,0.763065723,0.708232362,0.580066074,0.259304454
157,도봉2동,0.28920879,0.237294785,0.219704533,0.225166293,0.458365878,0.48886168,0.496702004,0.58124328,0.789470405,0.806365047,0.813537134,0.727521723,0.411836486
158,월계1동,0.198041438,0.200243016,0.211695863,0.238019822,0.573104474,0.3822225,0.448156272,0.463229487,0.510860992,0.565188053,0.520054652,0.48232474,0.228798048
159,월계2동,0.292623298,0.275163872,0.26081571,0.295172123,0.441640927,0.44809457,0.561174488,0.586156442,0.714377675,0.70561225,0.761444736,0.762943682,0.244051251
160,월계3동,0.386180805,0.345725697,0.284040855,0.271760337,0.485097776,0.627751965,0.603227496,0.618106762,0.732108098,0.743752732,0.778335112,0.581160334,0.228798048
161,공릉2동,0.421008782,0.485487149,0.555267837,0.591032827,0.941368374,0.697304396,0.854568269,0.770602509,0.694450667,0.639163469,0.679511695,0.65553764,0.213544844
162,하계1동,0.18062745,0.19833594,0.348377176,0.476728226,0.705713736,0.368276482,0.548451849,0.630154558,0.554453733,0.522882643,0.683571564,0.610553327,0.091519219
163,하계2동,0.198382889,0.277888267,0.371602321,0.344979549,0.426266058,0.33989722,0.524275824,0.503204874,0.388459047,0.385035891,0.508224215,0.458413583,0.061012813
164,중계본동,0.143067867,0.336190315,0.56247564,0.553619875,0.454029604,0.257683293,0.653068008,0.58160565,0.360110635,0.320772425,0.396823565,0.46673342,0.213544844
165,중계1동,0.143409318,0.439444877,0.779777573,0.668383531,0.410682055,0.268260682,0.842367,0.561551388,0.317311643,0.284024781,0.361537216,0.296210262,0.198291641
166,중계4동,0.157750249,0.20868864,0.272828716,0.320649654,0.355414256,0.264738825,0.454829921,0.45871092,0.425317237,0.539090819,0.557449187,0.49507806,0.198291641
167,상계1동,0.381400494,0.380053071,0.401768314,0.445971566,0.725946438,0.655615654,0.738011233,0.900716633,0.933742778,0.830520583,0.89836161,1.049489236,0.732153752
168,상계2동,0.150238333,0.16673296,0.208225439,0.271530809,0.446876888,0.314626761,0.407694307,0.504702986,0.449139895,0.414515212,0.410424879,0.422296236,0.167785235
169,상계5동,0.16253056,0.19315959,0.233052318,0.293106377,0.460391242,0.356778547,0.478254439,0.577108215,0.585660396,0.662864627,0.700762943,0.639695708,0.427089689
170,상계8동,0.477689608,0.326927373,0.272828716,0.268317427,0.35690072,0.63321561,0.509372607,0.384651928,0.36003204,0.331421413,0.40142556,0.362814861,0.061012813
171,상계9동,0.2260404,0.23484283,0.261082665,0.291499686,0.365622186,0.377290788,0.462225107,0.457832072,0.441529914,0.386746448,0.482937109,0.478290128,0.04575961
172,상계10동,0.168676673,0.146844878,0.156969946,0.194409633,0.31846897,0.3268981,0.325292093,0.36682338,0.329320782,0.251317571,0.352031932,0.317431677,0.061012813
173,상계3.4동,0.204529003,0.243560893,0.239459255,0.295860704,0.436216421,0.395766458,0.516634709,0.619456973,0.688569347,0.804633002,0.840269958,0.721047981,0.427089689
174,상계6.7동,0.415204119,0.399123835,0.39215791,0.388819266,0.625721716,0.652559838,0.726916873,0.711955375,0.627017123,0.568017017,0.758264303,0.830095411,0.091519219
175,중계2.3동,0.324378218,0.350629608,0.368665809,0.44987353,0.590349325,0.576701925,0.76592342,0.722198078,0.779353544,0.950122669,1.127463604,0.936453099,0.228798048
176,공릉1동,0.344865264,0.339459589,0.328088544,0.378261009,0.946066125,0.7288897,0.708038296,0.747677002,0.869072888,0.774354412,0.759577527,0.749791492,0.244051251
177,녹번동,0.439105672,0.364524021,0.283773899,0.318583908,0.669703163,0.813329596,0.746830126,0.76231786,0.816239448,0.914397222,0.889506935,0.866611629,0.350823673
178,불광1동,0.396765778,0.373242084,0.323817253,0.359210242,0.718475564,0.730242115,0.792430393,0.862422829,0.890077902,1.017576109,1.146185027,0.876424596,0.503355705
179,갈현1동,0.158433151,0.163463687,0.184733338,0.238478877,0.501007054,0.422401151,0.445364926,0.51622819,0.554237797,0.612580733,0.494261581,0.509575122,0.213544844
180,갈현2동,0.262575631,0.262904096,0.2861765,0.356455915,0.586281671,0.535686892,0.610380286,0.619492622,0.591216858,0.64848866,0.626082355,0.458162971,0.28981086
181,구산동,0.285111381,0.310308565,0.34010155,0.378720064,0.594600343,0.555424274,0.665273185,0.723464671,0.742803009,0.79118728,0.80114056,0.801351901,0.305064063
182,대조동,0.192236776,0.19315959,0.203954148,0.229527311,0.623523696,0.564825111,0.537082922,0.536333682,0.571734845,0.681766529,0.673801438,0.521929571,0.33557047
183,응암1동,0.325744021,0.299410986,0.30913469,0.319961072,0.492330635,0.5910202,0.620664991,0.536609173,0.536391289,0.597605826,0.582989422,0.61443968,0.152532032
184,응암2동,0.549735717,0.447618062,0.31100338,0.262579244,0.367826215,0.668720464,0.657241456,0.451620258,0.456802898,0.485385812,0.497502186,0.458413583,0.305064063
