,동,0~4세,5~9세,10~14세,15~19세,20~29세,30~39세,40~49세,50~59세,60~69세,70~79세,80~89세,90~99세,100세 이상+
185,신사1동,0.280331071,0.243288453,0.251205305,0.284843394,0.527136146,0.548870413,0.545287885,0.578630312,0.61170019,0.647704398,0.609493273,0.465536808,0.152532032
186,신사2동,0.182676154,0.178720297,0.209293262,0.226084402,0.397032905,0.376256644,0.417430585,0.451624664,0.503236684,0.478832711,0.497405853,0.463245937,0.183038438
187,증산동,0.121215018,0.119600931,0.153499522,0.162734864,0.280557741,0.273394608,0.292695518,0.338764529,0.388241438,0.414919508,0.386017209,0.33327361,0.137278829
188,수색동,0.080582378,0.060481564,0.06006503,0.077121177,0.154874098,0.153407863,0.142678263,0.201556153,0.229031215,0.224281878,0.257870828,0.196178057,0.076266016
189,진관동,0.595831569,0.895236123,1.089179218,0.775802313,0.945732352,0.933835455,1.384321259,1.055277301,0.99031659,0.977162315,1.070371876,1.198141497,2.455765711
190,불광2동,0.204187552,0.177630539,0.204488059,0.264874517,0.571039108,0.52201252,0.522986656,0.638903554,0.697844925,0.794981877,0.732254557,0.631227613,0.183038438
191,응암3동,0.165945067,0.157742458,0.177258579,0.243758005,0.485270708,0.452888416,0.472037031,0.550798983,0.609385113,0.761301133,0.805489572,0.658079123,0.28981086
192,역촌동,0.437739869,0.46396443,0.439676023,0.466399497,0.872363407,0.916701295,0.985113839,0.976021659,1.010118675,1.10134184,1.042097148,0.889029657,0.381330079
193,천연동,0.228430556,0.186348603,0.19888199,0.187982868,0.311341679,0.328671931,0.371955549,0.3880598,0.353447747,0.42967544,0.561894678,0.556702047,0.457596095
194,홍제1동,0.264624336,0.235660148,0.226378426,0.263038299,0.422115495,0.46254617,0.48944564,0.523083089,0.525782371,0.584668828,0.653381315,0.56168266,0.183038438
195,홍제3동,0.132482893,0.111972625,0.121998751,0.165489192,0.292370002,0.264435374,0.286356912,0.349246583,0.376615435,0.465583367,0.575989952,0.420552495,0.305064063
196,홍제2동,0.130092738,0.132678026,0.134011757,0.147815589,0.251035933,0.254823241,0.270170637,0.330567169,0.310588805,0.363649914,0.394896039,0.406853174,0.061012813
197,홍은1동,0.233893768,0.218496461,0.207157616,0.248348551,0.404683481,0.385588677,0.43414729,0.515205354,0.520914554,0.578049528,0.685595569,0.684132892,0.28981086
198,홍은2동,0.206577707,0.222583053,0.254942685,0.31077998,0.596481171,0.476110397,0.526717542,0.588537154,0.597451456,0.642901191,0.783732215,0.75985507,0.320317267
199,남가좌1동,0.287160086,0.373514524,0.223975824,0.145290788,0.223200326,0.337145398,0.395468095,0.277296809,0.254607371,0.278397974,0.313095346,0.236728887,0.228798048
200,남가좌2동,0.432618108,0.398851395,0.293918215,0.323403982,0.631926728,0.608418643,0.629107322,0.560505713,0.530660933,0.626189975,0.677993801,0.784962839,0.350823673
201,북가좌1동,0.234235219,0.221493295,0.279769564,0.212771818,0.291596957,0.330573637,0.424178797,0.379694714,0.350162646,0.390864135,0.407882904,0.405508304,0.152532032
202,북가좌2동,0.257795321,0.280067783,0.282439121,0.344979549,0.653670007,0.586974862,0.654324382,0.701649286,0.73933876,0.843587448,0.803562046,0.624252646,0.152532032
203,충현동,0.122580821,0.115241899,0.139884782,0.158373845,0.420564639,0.346930397,0.330977241,0.387328772,0.389766111,0.401582165,0.509850593,0.66639896,0.579621721
204,북아현동,0.25745387,0.205964245,0.139617826,0.143684097,0.333395033,0.394748671,0.357090029,0.363232283,0.291776091,0.30470628,0.326528005,0.336362222,0.427089689
205,신촌동,0.173456984,0.089360149,0.103311852,0.169391156,1.366970617,0.482314557,0.270446201,0.260662493,0.230329442,0.293674484,0.343538724,0.413030399,0.366076876
206,연희동,0.269063196,0.298321228,0.345974575,0.362423625,1.159166024,0.819348898,0.731856626,0.726420676,0.715975923,0.886885661,1.045976211,0.92180778,0.472849298
207,용강동,0.318915006,0.386591619,0.319279006,0.184539958,0.306900388,0.506450976,0.566743342,0.378931707,0.34431095,0.373748623,0.485250112,0.432359815,0.152532032
208,대흥동,0.121556469,0.089905028,0.103578808,0.13404395,0.578075407,0.325295307,0.272984138,0.26538835,0.237064699,0.270154696,0.318227462,0.486062835,0.366076876
209,염리동,0.140336261,0.150386592,0.154834301,0.132437259,0.300158618,0.276110343,0.281043796,0.231932085,0.192141729,0.245030997,0.275965798,0.22611818,0.183038438
210,신수동,0.301842468,0.231573556,0.239459255,0.248348551,0.497609294,0.508602973,0.504761413,0.45107311,0.38957287,0.445477899,0.484973119,0.531594278,0.259304454
211,서교동,0.147848177,0.127774115,0.141486516,0.192343887,0.882740536,0.708350565,0.485878429,0.396923984,0.36763151,0.449705075,0.551485803,0.539663503,0.411836486
212,합정동,0.270087548,0.120418249,0.119863105,0.130141986,0.477395038,0.50681224,0.346615586,0.306139225,0.312767246,0.354551912,0.382427144,0.342140575,0.274557657
213,망원1동,0.189163719,0.164553444,0.165779484,0.17076832,0.465383799,0.53185122,0.423558881,0.387156967,0.394830987,0.465281765,0.457565676,0.40027708,0.091519219
214,망원2동,0.186090662,0.195611545,0.201017635,0.208869853,0.374751073,0.394554821,0.424899463,0.35658084,0.351965116,0.418300174,0.379379204,0.341194575,0.244051251
215,연남동,0.123263723,0.093174301,0.096104049,0.120042784,0.458052072,0.436795767,0.32110264,0.271416449,0.292385672,0.332276137,0.401558054,0.49358493,0.274557657
216,성산1동,0.147848177,0.169457355,0.186602028,0.187753341,0.427879094,0.462719664,0.442075109,0.362245425,0.354461485,0.392785765,0.374114595,0.312052194,0.228798048
217,성산2동,0.41110671,0.412745809,0.443947314,0.444364875,0.902020562,0.902711024,0.858711213,0.729020835,0.679859636,0.837177799,0.837631505,0.877621208,0.213544844
218,상암동,0.353060082,0.482490315,0.624142405,0.460431787,0.574215919,0.546305447,0.813923175,0.568730401,0.478565109,0.504097021,0.602144343,0.473457774,0.259304454
219,도화동,0.262575631,0.215499627,0.21062804,0.204508835,0.404547374,0.484155452,0.424183203,0.451748583,0.431317989,0.456055317,0.636310279,0.723338851,0.411836486
220,서강동,0.312768892,0.28660633,0.220505401,0.231593057,0.68570965,0.56527779,0.527237331,0.466668765,0.382040045,0.411177834,0.495622826,0.470768032,0.244051251
221,공덕동,0.419301528,0.319299068,0.273629583,0.343602385,0.876937971,0.882630107,0.750352655,0.860768983,0.726758499,0.785287465,0.88965158,0.826060799,0.610128127
222,아현동,0.513541937,0.330196647,0.222107135,0.182015158,0.410091682,0.686338394,0.518099313,0.480518882,0.418267163,0.361061724,0.482274494,0.487954836,0.777913362
223,목1동,0.310720188,0.591193666,0.723716877,0.561423804,0.473432816,0.460788325,0.887990541,0.626558647,0.452042094,0.370739709,0.347767247,0.425384848,0.091519219
224,목2동,0.306622779,0.253096275,0.306999044,0.344520494,0.667584044,0.711125368,0.595783224,0.640161907,0.605982018,0.474494627,0.498875581,0.50783138,0.183038438
225,목3동,0.276916563,0.175178584,0.16604644,0.216214727,0.475352126,0.536057149,0.420436648,0.475469483,0.474578944,0.378807302,0.438892418,0.397986208,0.244051251
226,목4동,0.179261647,0.26617337,0.401234403,0.456529822,0.566676441,0.386810677,0.592452013,0.614826071,0.421107972,0.407629385,0.401220744,0.355691637,0.106772422
227,신월1동,0.165945067,0.168912476,0.160173414,0.179719885,0.357988191,0.369841103,0.411893443,0.515065855,0.571120009,0.515530273,0.392932352,0.436394427,0.183038438
228,신월2동,0.238674078,0.233753072,0.238124476,0.212083236,0.354930214,0.403121444,0.432531766,0.432605719,0.533387331,0.473738647,0.416364108,0.358381378,0.122025625
229,신월3동,0.145799473,0.148479515,0.132676978,0.158373845,0.278707036,0.279323295,0.298261921,0.392234511,0.409279891,0.379611943,0.330816846,0.234985146,0.183038438
230,신월4동,0.217845582,0.25554823,0.222107135,0.19463916,0.288649316,0.33866831,0.389465155,0.36548141,0.436672608,0.385624088,0.380824776,0.277678588,0.137278829
231,신월5동,0.152287037,0.164553444,0.167648174,0.16732541,0.281467513,0.287656898,0.30150743,0.334002695,0.336147522,0.30129307,0.275724821,0.230950533,0.106772422
232,신월6동,0.237649726,0.164825884,0.142020427,0.139093551,0.193273722,0.298682425,0.250172928,0.232942927,0.240632615,0.19684584,0.146048541,0.202754152,0.152532032
233,신월7동,0.177554393,0.175178584,0.163643838,0.193950578,0.35923982,0.356450371,0.386615661,0.469098101,0.557732139,0.523274774,0.561027248,0.462847066,0.030506406
234,신정1동,0.196675635,0.351719366,0.427396061,0.343602385,0.340008918,0.279873671,0.525580911,0.449542854,0.348550072,0.312826485,0.340273818,0.475600387,0.106772422
235,신정2동,0.134531598,0.263993854,0.375339701,0.362423625,0.368674084,0.249032421,0.491090547,0.463564694,0.351225356,0.311343118,0.355826813,0.369789827,0.228798048
236,신정3동,0.498518104,0.596914895,0.679669189,0.653464256,0.804214601,0.774448831,1.051154839,1.004511899,0.915299106,0.864996334,0.825608402,0.883399561,0.183038438
237,신정6동,0.250624855,0.383594784,0.485325446,0.431052291,0.434605043,0.374580051,0.599401972,0.550338715,0.413669977,0.271426991,0.333178015,0.448350005,0.030506406
238,신정7동,0.271794802,0.346270576,0.446883826,0.418198761,0.505158999,0.438495799,0.665568576,0.671840163,0.631050586,0.566163008,0.662693787,0.675813055,0.259304454
239,목5동,0.324719669,0.702348973,1.06488625,0.838692796,0.625881866,0.535828754,1.177765076,0.845275952,0.63221338,0.469062465,0.560063339,0.759604458,0.076266016
240,신정4동,0.292623298,0.281974859,0.264553089,0.317436272,0.709082616,0.712575023,0.68702183,0.718051838,0.783119957,0.750382776,0.597229194,0.556702047,0.228798048
241,염창동,0.631342448,0.66230037,0.626811962,0.512075432,0.727462333,0.960528675,0.978927894,0.760052417,0.651526754,0.484247025,0.511223988,0.446059134,0.167785235
242,등촌1동,0.265990139,0.162918808,0.146558674,0.201754507,0.589764963,0.748695801,0.422249638,0.386633721,0.353124328,0.319631107,0.499273063,0.585046687,0.076266016
243,등촌2동,0.223650245,0.210868156,0.182597692,0.22883873,0.43624682,0.472577178,0.396011495,0.450362478,0.461403664,0.369751168,0.344610825,0.375568181,0.061012813
244,등촌3동,0.305939877,0.248192364,0.232785362,0.311698089,0.566104378,0.616051644,0.519304982,0.706619473,0.816316368,0.722144938,1.094574585,1.310277539,0.183038438
245,화곡본동,0.390619665,0.369155492,0.320079873,0.315600053,0.756389763,0.86643548,0.732286805,0.63412565,0.675311422,0.598008702,0.494249431,0.674319926,0.137278829
246,화곡2동,0.204529003,0.210868156,0.190873319,0.189589559,0.339015477,0.403097634,0.413482656,0.372168665,0.396448816,0.378599071,0.268532685,0.285200683,0.091519219
247,화곡3동,0.217162681,0.202967411,0.196479388,0.213919454,0.422729771,0.432691988,0.418267918,0.43901732,0.553854897,0.503389702,0.412605388,0.395444725,0.33557047
248,화곡4동,0.20794351,0.179810055,0.173521199,0.182474213,0.393224545,0.464629821,0.421616255,0.4532387,0.511776084,0.468739375,0.419809674,0.346574059,0.106772422
249,화곡6동,0.243112938,0.186348603,0.207157616,0.219657637,0.550673269,0.552746624,0.473458785,0.515421293,0.580597429,0.461095037,0.414316092,0.393700984,0.106772422
250,화곡8동,0.249259052,0.216044506,0.199949812,0.218739528,0.50805883,0.590961673,0.524155497,0.503628757,0.578642323,0.576947236,0.420303634,0.303333487,0.091519219
251,가양1동,0.305598427,0.259907262,0.22611147,0.262349717,1.06106263,1.062943225,0.584897097,0.537104765,0.494638772,0.337310485,0.367633095,0.398932209,0.076266016
252,가양2동,0.099703621,0.072196462,0.050721581,0.067940084,0.235003398,0.333326457,0.189791848,0.301318248,0.519258029,0.435967387,0.586507019,0.57578085,0.061012813
253,가양3동,0.177895844,0.071651583,0.0656711,0.092729034,0.245844604,0.420368033,0.255799804,0.302468262,0.433795247,0.440789553,0.465492748,0.513210863,0.030506406
254,발산1동,0.443203081,0.645136683,0.662050113,0.607558793,0.632784062,0.596491924,0.942657958,0.722181762,0.62015527,0.594633408,0.571556467,0.663857477,0.152532032
255,공항동,0.45617821,0.371335008,0.221039312,0.211624181,0.507216074,0.682745193,0.563028126,0.525296484,0.526636073,0.484286362,0.476262943,0.439084168,0.411836486
256,방화1동,0.61870877,0.748118805,0.596112057,0.47466248,0.717324116,0.878390634,0.999819254,0.843871412,0.892474186,0.791307512,0.746590661,0.740673913,0.198291641
257,방화2동,0.199407241,0.181989571,0.188737673,0.19211436,0.447673215,0.466390663,0.422598645,0.478785415,0.58771224,0.606323862,0.639514868,0.532939149,0.411836486
258,방화3동,0.245844544,0.211413035,0.218102799,0.181097049,0.350348117,0.49415183,0.457395537,0.471926354,0.627263152,0.60549489,0.691197488,0.926093004,0.137278829
259,화곡1동,0.603343486,0.361527187,0.306732089,0.349111041,1.19617038,1.444731033,0.994503561,0.992940199,1.139698023,1.056384262,0.8548832,0.735693301,0.305064063
260,우장산동,0.500908259,0.685730165,0.735996839,0.634872543,0.706248075,0.756254802,1.103152357,0.826321291,0.798364755,0.69521447,0.542341985,0.615784552,0.350823673
261,신도림동,0.56919841,0.54733091,0.491999338,0.393409812,0.589725168,0.83073649,0.833939877,0.658094142,0.644319257,0.551436778,0.500152644,0.447404005,0.106772422
262,구로1동,0.311403089,0.298593667,0.286710412,0.216903309,0.386803627,0.531970728,0.474090088,0.395334423,0.405530918,0.274452021,0.269014494,0.319574289,0.04575961
263,구로3동,0.261209828,0.230211359,0.200483724,0.176965557,0.547181338,0.718680115,0.553215953,0.452707214,0.450995151,0.441752342,0.434121769,0.270703622,0.320317267
264,구로4동,0.212040919,0.162646368,0.157770813,0.164341555,0.407477743,0.497436127,0.516095466,0.686385819,0.60088203,0.606084508,0.552485873,0.382691406,0.259304454
265,구로5동,0.399497384,0.268352885,0.217835844,0.224248183,0.692246569,0.798991879,0.612988007,0.721903008,0.659648139,0.603703128,0.549389621,0.418808753,0.015253203
266,고척1동,0.218528484,0.216044506,0.241861856,0.26464499,0.457931996,0.39485673,0.465074352,0.512460964,0.572609804,0.54731656,0.449084472,0.42807459,0.076266016
267,고척2동,0.270087548,0.319299068,0.297121684,0.284843394,0.491749868,0.453993992,0.571369209,0.637501052,0.643316029,0.653194545,0.616625238,0.420153624,0.122025625
268,개봉2동,0.414862669,0.331013965,0.299257329,0.299533141,0.51320076,0.637394816,0.62972969,0.637185996,0.812253518,0.794435238,0.639418535,0.608262456,0.137278829
269,개봉3동,0.217162681,0.204057169,0.193542876,0.189819087,0.35757697,0.406817252,0.429570633,0.463896639,0.563901766,0.507524928,0.485021285,0.356637637,0.167785235
270,오류1동,0.246868897,0.169184916,0.146558674,0.170538792,0.521388368,0.590220445,0.421387948,0.412903468,0.48428519,0.51405907,0.460541439,0.457068713,0.091519219
271,수궁동,0.23491812,0.238929422,0.248001837,0.263038299,0.415737552,0.446229494,0.497335386,0.50914544,0.569085603,0.564280717,0.453361163,0.431960944,0.167785235
272,가리봉동,0.088435746,0.071106704,0.051522448,0.053250336,0.213482104,0.272402088,0.301283155,0.537876256,0.357795086,0.261661007,0.285651742,0.326549255,0.350823673
273,구로2동,0.258819673,0.234297951,0.210361084,0.209099381,0.52421082,0.613345816,0.680317801,1.005931371,0.795864334,0.784980491,0.707015617,0.582356946,0.457596095
274,개봉1동,0.335646093,0.30758417,0.282706076,0.315829581,0.565586205,0.594810706,0.621172895,0.732177608,0.802201395,0.794996573,0.674777207,0.590277911,0.122025625
275,오류2동,0.96220823,0.951903534,0.722382099,0.531814781,0.843348578,1.198486576,1.195730461,0.952372956,1.037035101,1.074742677,1.006304689,0.916428296,0.122025625
276,가산동,0.165945067,0.108430912,0.089697112,0.100073908,0.744295477,0.724455491,0.414805365,0.526279345,0.410744613,0.332340915,0.275303183,0.285998425,0.137278829
277,독산1동,0.61426991,0.452521972,0.304329487,0.294254013,0.990220017,1.176647473,0.840419258,0.870124925,0.789687779,0.732330225,0.673957943,0.476945257,0.259304454
278,독산2동,0.18062745,0.163463687,0.158037769,0.168702574,0.377849675,0.371196973,0.379395041,0.572993872,0.504128847,0.430519109,0.35227291,0.361868861,0.244051251
279,독산3동,0.231845063,0.197518621,0.17779249,0.200377343,0.533408797,0.541804889,0.536934667,0.841894106,0.686828033,0.568291447,0.517645171,0.476546387,0.33557047
280,독산4동,0.146140924,0.122325325,0.135613491,0.133584895,0.321603085,0.307970293,0.336981887,0.515269639,0.421297632,0.37298585,0.289603273,0.242906111,0.228798048
281,시흥1동,0.353742983,0.317391991,0.287778235,0.309173289,0.660534272,0.679921313,0.700264968,0.8549649,0.805916693,0.802004054,0.713388488,0.697832212,0.33557047
282,시흥2동,0.217845582,0.276798509,0.288312146,0.253398152,0.341834889,0.335631309,0.455197423,0.486259334,0.509232182,0.522568876,0.488804162,0.524072183,0.564368517
283,시흥3동,0.091850253,0.089905028,0.086226688,0.098696744,0.198329289,0.195341988,0.203256311,0.263770807,0.307822039,0.300600758,0.258979235,0.204099023,0.061012813
284,시흥4동,0.18950517,0.191252513,0.202352414,0.195557269,0.371278488,0.361667635,0.404191853,0.532930379,0.551309322,0.510733859,0.45514419,0.352603024,0.228798048
285,시흥5동,0.163896363,0.155835381,0.161241237,0.207033635,0.342275543,0.319781586,0.384905375,0.482052889,0.513594319,0.558894685,0.601445713,0.406853174,0.259304454
286,여의동,0.456861111,0.474862009,0.411912631,0.319042963,0.517592928,0.708815778,0.707073903,0.649733134,0.662819298,0.771703974,1.072865538,1.076739618,0.381330079
287,당산1동,0.231162162,0.147662197,0.118528327,0.138634496,0.467453449,0.562205531,0.382005213,0.403671445,0.433153898,0.412716656,0.456565751,0.405508304,0.228798048
288,당산2동,0.464373028,0.377056237,0.302994709,0.268776482,0.946255773,1.050488029,0.658488022,0.602814743,0.59639042,0.549843923,0.662597309,0.651503028,0.457596095
289,양평1동,0.243112938,0.159104655,0.124134396,0.131519149,0.3594645,0.56733509,0.368833938,0.269519009,0.291732375,0.324975269,0.328323038,0.391808984,0.137278829
290,양평2동,0.329158529,0.212230353,0.190606363,0.216214727,0.482421519,0.666018376,0.436775335,0.390548441,0.346113184,0.31313346,0.354405252,0.262782656,0.091519219
291,신길1동,0.130092738,0.104616759,0.106248365,0.13656875,0.445222051,0.430257265,0.359350324,0.410990039,0.405241173,0.44513443,0.492321904,0.435448427,0.320317267
292,신길3동,0.225016048,0.18253445,0.154300389,0.151258498,0.295627648,0.358234567,0.353719165,0.432701573,0.411129656,0.4065639,0.381222403,0.327096385,0.122025625
293,신길4동,0.059412432,0.055850093,0.082489308,0.078957395,0.172196467,0.159736612,0.17693554,0.250164612,0.251424029,0.245643524,0.259569528,0.238472629,0.213544844
294,신길5동,0.160823306,0.120963128,0.097972738,0.100073908,0.197127751,0.240864405,0.248550173,0.315311288,0.29678627,0.255556912,0.236077454,0.214709731,0.228798048
295,신길6동,0.18984662,0.15147635,0.128672643,0.158144318,0.403345145,0.399406195,0.344039081,0.407702252,0.425533172,0.397237288,0.413460813,0.410340658,0.198291641
296,신길7동,0.362620703,0.30240782,0.219704533,0.219887164,0.379369717,0.460974182,0.423283565,0.404705782,0.3357995,0.294354631,0.334262266,0.233241404,0.167785235
